# CONVERGE Release Build 2.3.29/  Dec 13, 2017        Run Date:Sat Jan 13 15:08:31 2018
# column       1                2                3                4                5                6                7                8                9               10               11               12               13               14               15               16               17 
#          Crank         Pressure         Max_Pres         Min_Pres        Mean_Temp         Max_Temp         Min_Temp           Volume             Mass          Density    Integrated_HR          HR_Rate              C_p              C_v            Gamma         Kin_Visc         Dyn_Visc
#          (DEG)            (MPa)            (MPa)            (MPa)              (K)              (K)              (K)            (m^3)             (kg)         (kg/m^3)              (J)         (J/time)         (J/kg-K)         (J/kg-K)           (none)          (m^2/s)        (N*s/m^2)
#
 -1.0120411e+002   1.5341721e-001   1.5584203e-001   1.0140084e-001   4.4617190e+002   4.9888450e+002   4.1354155e+002   4.0145639e-004   5.0055032e-004   1.2468361e+000  -1.8959540e-006   0.0000000e+000   1.1122144e+003   8.3647752e+002   1.3296405e+000   1.9837782e-005   2.4731470e-005
 -1.0119470e+002   1.5343552e-001   1.5586557e-001   1.0140571e-001   4.4618505e+002   4.9889242e+002   4.1354165e+002   4.0141642e-004   5.0054542e-004   1.2469481e+000  -1.8959540e-006   0.0000000e+000   1.1122194e+003   8.3648252e+002   1.3296386e+000   1.9836410e-005   2.4731980e-005
 -1.0118529e+002   1.5345385e-001   1.5588333e-001   1.0141150e-001   4.4619821e+002   4.9890034e+002   4.1354170e+002   4.0137644e-004   5.0054052e-004   1.2470600e+000  -1.8959540e-006  -3.7771746e-013   1.1122245e+003   8.3648752e+002   1.3296366e+000   1.9835038e-005   2.4732490e-005
 -1.0117589e+002   1.5347217e-001   1.5589420e-001   1.0141707e-001   4.4621137e+002   4.9890827e+002   4.1354183e+002   4.0133647e-004   5.0053562e-004   1.2471720e+000  -1.8959540e-006   0.0000000e+000   1.1122295e+003   8.3649252e+002   1.3296347e+000   1.9833665e-005   2.4733001e-005
 -1.0116648e+002   1.5349050e-001   1.5591370e-001   1.0142189e-001   4.4622452e+002   4.9891621e+002   4.1354202e+002   4.0129650e-004   5.0053072e-004   1.2472840e+000  -1.8959540e-006   0.0000000e+000   1.1122345e+003   8.3649751e+002   1.3296327e+000   1.9832293e-005   2.4733511e-005
 -1.0115708e+002   1.5350883e-001   1.5593264e-001   1.0142684e-001   4.4623768e+002   4.9892415e+002   4.1354239e+002   4.0125654e-004   5.0052582e-004   1.2473960e+000  -1.8959540e-006  -3.7784961e-013   1.1122395e+003   8.3650251e+002   1.3296308e+000   1.9830921e-005   2.4734022e-005
 -1.0114768e+002   1.5352716e-001   1.5595737e-001   1.0143258e-001   4.4625084e+002   4.9893210e+002   4.1354301e+002   4.0121658e-004   5.0052092e-004   1.2475081e+000  -1.8959540e-006   0.0000000e+000   1.1122445e+003   8.3650751e+002   1.3296288e+000   1.9829550e-005   2.4734532e-005
 -1.0113828e+002   1.5354549e-001   1.5597738e-001   1.0143873e-001   4.4626400e+002   4.9894005e+002   4.1354392e+002   4.0117663e-004   5.0051601e-004   1.2476201e+000  -1.8959540e-006   0.0000000e+000   1.1122495e+003   8.3651251e+002   1.3296269e+000   1.9828178e-005   2.4735043e-005
 -1.0112888e+002   1.5356382e-001   1.5599043e-001   1.0144414e-001   4.4627715e+002   4.9894800e+002   4.1354488e+002   4.0113667e-004   5.0051111e-004   1.2477321e+000  -1.8959540e-006   0.0000000e+000   1.1122545e+003   8.3651751e+002   1.3296249e+000   1.9826806e-005   2.4735554e-005
 -1.0111948e+002   1.5358216e-001   1.5600941e-001   1.0144858e-001   4.4629031e+002   4.9895596e+002   4.1354585e+002   4.0109673e-004   5.0050621e-004   1.2478442e+000  -1.8959540e-006   0.0000000e+000   1.1122595e+003   8.3652250e+002   1.3296230e+000   1.9825435e-005   2.4736064e-005
 -1.0111008e+002   1.5360050e-001   1.5602671e-001   1.0145350e-001   4.4630347e+002   4.9896392e+002   4.1354673e+002   4.0105678e-004   5.0050130e-004   1.2479562e+000  -1.8959540e-006   0.0000000e+000   1.1122645e+003   8.3652750e+002   1.3296210e+000   1.9824063e-005   2.4736575e-005
 -1.0110069e+002   1.5361884e-001   1.5605225e-001   1.0145979e-001   4.4631663e+002   4.9897189e+002   4.1354750e+002   4.0101684e-004   5.0049640e-004   1.2480683e+000  -1.8959540e-006   0.0000000e+000   1.1122695e+003   8.3653250e+002   1.3296190e+000   1.9822692e-005   2.4737085e-005
 -1.0109129e+002   1.5363720e-001   1.5607490e-001   1.0146709e-001   4.4632980e+002   4.9897985e+002   4.1354828e+002   4.0097687e-004   5.0049149e-004   1.2481805e+000  -1.8959540e-006   0.0000000e+000   1.1122746e+003   8.3653750e+002   1.3296171e+000   1.9821320e-005   2.4737596e-005
 -1.0108189e+002   1.5365556e-001   1.5610096e-001   1.0147424e-001   4.4634297e+002   4.9898782e+002   4.1354901e+002   4.0093690e-004   5.0048659e-004   1.2482927e+000  -1.8959540e-006   0.0000000e+000   1.1122796e+003   8.3654251e+002   1.3296151e+000   1.9819947e-005   2.4738107e-005
 -1.0107250e+002   1.5367393e-001   1.5612068e-001   1.0148098e-001   4.4635615e+002   4.9899579e+002   4.1354948e+002   4.0089693e-004   5.0048168e-004   1.2484049e+000  -1.8959540e-006  -3.7813104e-013   1.1122846e+003   8.3654751e+002   1.3296132e+000   1.9818575e-005   2.4738618e-005
 -1.0106310e+002   1.5369229e-001   1.5613257e-001   1.0148765e-001   4.4636932e+002   4.9900376e+002   4.1354967e+002   4.0085697e-004   5.0047678e-004   1.2485171e+000  -1.8959540e-006   0.0000000e+000   1.1122896e+003   8.3655252e+002   1.3296112e+000   1.9817203e-005   2.4739129e-005
 -1.0105371e+002   1.5371066e-001   1.5615021e-001   1.0149463e-001   4.4638249e+002   4.9901173e+002   4.1354961e+002   4.0081702e-004   5.0047187e-004   1.2486293e+000  -1.8959540e-006   0.0000000e+000   1.1122946e+003   8.3655752e+002   1.3296093e+000   1.9815830e-005   2.4739641e-005
 -1.0104432e+002   1.5372903e-001   1.5616615e-001   1.0150204e-001   4.4639566e+002   4.9901971e+002   4.1354950e+002   4.0077706e-004   5.0046696e-004   1.2487415e+000  -1.8959540e-006   0.0000000e+000   1.1122996e+003   8.3656252e+002   1.3296073e+000   1.9814458e-005   2.4740152e-005
 -1.0103492e+002   1.5374741e-001   1.5619060e-001   1.0150898e-001   4.4640884e+002   4.9902768e+002   4.1354940e+002   4.0073711e-004   5.0046205e-004   1.2488538e+000  -1.8959540e-006   3.7829105e-013   1.1123047e+003   8.3656753e+002   1.3296053e+000   1.9813086e-005   2.4740663e-005
 -1.0102553e+002   1.5376578e-001   1.5621244e-001   1.0151486e-001   4.4642201e+002   4.9903566e+002   4.1354933e+002   4.0069717e-004   5.0045715e-004   1.2489660e+000  -1.8959540e-006   0.0000000e+000   1.1123097e+003   8.3657253e+002   1.3296034e+000   1.9811715e-005   2.4741174e-005
 -1.0101614e+002   1.5378416e-001   1.5622788e-001   1.0152002e-001   4.4643518e+002   4.9904364e+002   4.1354930e+002   4.0065723e-004   5.0045224e-004   1.2490783e+000  -1.8959540e-006   0.0000000e+000   1.1123147e+003   8.3657753e+002   1.3296014e+000   1.9810343e-005   2.4741685e-005
 -1.0100676e+002   1.5380253e-001   1.5624866e-001   1.0152521e-001   4.4644835e+002   4.9905162e+002   4.1354949e+002   4.0061729e-004   5.0044733e-004   1.2491905e+000  -1.8959540e-006   0.0000000e+000   1.1123197e+003   8.3658254e+002   1.3295995e+000   1.9808971e-005   2.4742196e-005
 -1.0099737e+002   1.5382092e-001   1.5626667e-001   1.0153084e-001   4.4646153e+002   4.9905960e+002   4.1354998e+002   4.0057735e-004   5.0044242e-004   1.2493028e+000  -1.8959540e-006   0.0000000e+000   1.1123247e+003   8.3658754e+002   1.3295975e+000   1.9807600e-005   2.4742707e-005
 -1.0098798e+002   1.5383932e-001   1.5628991e-001   1.0153593e-001   4.4647471e+002   4.9906759e+002   4.1355085e+002   4.0053740e-004   5.0043751e-004   1.2494152e+000  -1.8959540e-006   0.0000000e+000   1.1123297e+003   8.3659255e+002   1.3295956e+000   1.9806227e-005   2.4743219e-005
 -1.0097860e+002   1.5385772e-001   1.5630905e-001   1.0154105e-001   4.4648790e+002   4.9907559e+002   4.1355189e+002   4.0049744e-004   5.0043260e-004   1.2495276e+000  -1.8959540e-006  -7.5704583e-013   1.1123348e+003   8.3659756e+002   1.3295936e+000   1.9804855e-005   2.4743730e-005
 -1.0096921e+002   1.5387612e-001   1.5633435e-001   1.0154704e-001   4.4650108e+002   4.9908358e+002   4.1355283e+002   4.0045749e-004   5.0042770e-004   1.2496400e+000  -1.8959540e-006   0.0000000e+000   1.1123398e+003   8.3660257e+002   1.3295916e+000   1.9803482e-005   2.4744242e-005
 -1.0095983e+002   1.5389452e-001   1.5635522e-001   1.0155318e-001   4.4651427e+002   4.9909158e+002   4.1355373e+002   4.0041754e-004   5.0042278e-004   1.2497524e+000  -1.8959540e-006   0.0000000e+000   1.1123448e+003   8.3660758e+002   1.3295897e+000   1.9802110e-005   2.4744754e-005
 -1.0095044e+002   1.5391293e-001   1.5636871e-001   1.0155939e-001   4.4652745e+002   4.9909958e+002   4.1355448e+002   4.0037759e-004   5.0041787e-004   1.2498648e+000  -1.8959540e-006   3.7860517e-013   1.1123498e+003   8.3661258e+002   1.3295877e+000   1.9800738e-005   2.4745265e-005
 -1.0094106e+002   1.5393134e-001   1.5638751e-001   1.0156511e-001   4.4654064e+002   4.9910759e+002   4.1355499e+002   4.0033765e-004   5.0041296e-004   1.2499773e+000  -1.8959540e-006   0.0000000e+000   1.1123548e+003   8.3661759e+002   1.3295858e+000   1.9799365e-005   2.4745777e-005
 -1.0093168e+002   1.5394975e-001   1.5640382e-001   1.0157051e-001   4.4655383e+002   4.9911559e+002   4.1355532e+002   4.0029770e-004   5.0040805e-004   1.2500897e+000  -1.8959540e-006   0.0000000e+000   1.1123599e+003   8.3662260e+002   1.3295838e+000   1.9797993e-005   2.4746288e-005
 -1.0092230e+002   1.5396817e-001   1.5642599e-001   1.0157599e-001   4.4656701e+002   4.9912360e+002   4.1355544e+002   4.0025777e-004   5.0040314e-004   1.2502022e+000  -1.8959540e-006   0.0000000e+000   1.1123649e+003   8.3662761e+002   1.3295818e+000   1.9796621e-005   2.4746800e-005
 -1.0091292e+002   1.5398659e-001   1.5644459e-001   1.0158221e-001   4.4658020e+002   4.9913162e+002   4.1355539e+002   4.0021783e-004   5.0039823e-004   1.2503147e+000  -1.8959540e-006   0.0000000e+000   1.1123699e+003   8.3663262e+002   1.3295799e+000   1.9795249e-005   2.4747312e-005
 -1.0090354e+002   1.5400500e-001   1.5645954e-001   1.0158851e-001   4.4659339e+002   4.9913963e+002   4.1355526e+002   4.0017790e-004   5.0039331e-004   1.2504271e+000  -1.8959540e-006   0.0000000e+000   1.1123749e+003   8.3663763e+002   1.3295779e+000   1.9793877e-005   2.4747823e-005
 -1.0089416e+002   1.5402343e-001   1.5648179e-001   1.0159416e-001   4.4660658e+002   4.9914765e+002   4.1355520e+002   4.0013796e-004   5.0038840e-004   1.2505397e+000  -1.8959540e-006  -3.7881257e-013   1.1123800e+003   8.3664264e+002   1.3295760e+000   1.9792505e-005   2.4748335e-005
 -1.0088478e+002   1.5404187e-001   1.5650163e-001   1.0159935e-001   4.4661978e+002   4.9915567e+002   4.1355521e+002   4.0009801e-004   5.0038349e-004   1.2506523e+000  -1.8959540e-006   3.7885597e-013   1.1123850e+003   8.3664766e+002   1.3295740e+000   1.9791132e-005   2.4748848e-005
 -1.0087540e+002   1.5406031e-001   1.5652605e-001   1.0160502e-001   4.4663298e+002   4.9916369e+002   4.1355540e+002   4.0005806e-004   5.0037857e-004   1.2507649e+000  -1.8959540e-006   0.0000000e+000   1.1123900e+003   8.3665267e+002   1.3295720e+000   1.9789760e-005   2.4749360e-005
 -1.0086603e+002   1.5407876e-001   1.5654540e-001   1.0161207e-001   4.4664618e+002   4.9917171e+002   4.1355568e+002   4.0001811e-004   5.0037366e-004   1.2508775e+000  -1.8959540e-006   0.0000000e+000   1.1123950e+003   8.3665769e+002   1.3295701e+000   1.9788387e-005   2.4749872e-005
 -1.0085665e+002   1.5409720e-001   1.5656809e-001   1.0161901e-001   4.4665938e+002   4.9917974e+002   4.1355611e+002   3.9997817e-004   5.0036874e-004   1.2509901e+000  -1.8959540e-006  -3.7897179e-013   1.1124001e+003   8.3666270e+002   1.3295681e+000   1.9787014e-005   2.4750384e-005
 -1.0084728e+002   1.5411565e-001   1.5658562e-001   1.0162501e-001   4.4667258e+002   4.9918776e+002   4.1355665e+002   3.9993824e-004   5.0036383e-004   1.2511028e+000  -1.8959540e-006   0.0000000e+000   1.1124051e+003   8.3666771e+002   1.3295662e+000   1.9785642e-005   2.4750896e-005
 -1.0083791e+002   1.5413410e-001   1.5659883e-001   1.0163093e-001   4.4668578e+002   4.9919579e+002   4.1355730e+002   3.9989830e-004   5.0035891e-004   1.2512154e+000  -1.8959540e-006   0.0000000e+000   1.1124101e+003   8.3667273e+002   1.3295642e+000   1.9784270e-005   2.4751408e-005
 -1.0082854e+002   1.5415255e-001   1.5661963e-001   1.0163685e-001   4.4669898e+002   4.9920381e+002   4.1355792e+002   3.9985837e-004   5.0035400e-004   1.2513280e+000  -1.8959540e-006   0.0000000e+000   1.1124151e+003   8.3667774e+002   1.3295622e+000   1.9782898e-005   2.4751920e-005
 -1.0081917e+002   1.5417100e-001   1.5663864e-001   1.0164267e-001   4.4671218e+002   4.9921184e+002   4.1355854e+002   3.9981845e-004   5.0034908e-004   1.2514407e+000  -1.8959540e-006   0.0000000e+000   1.1124202e+003   8.3668276e+002   1.3295603e+000   1.9781526e-005   2.4752433e-005
 -1.0080980e+002   1.5418945e-001   1.5666293e-001   1.0164817e-001   4.4672538e+002   4.9921987e+002   4.1355929e+002   3.9977853e-004   5.0034416e-004   1.2515534e+000  -1.8959540e-006   3.7916690e-013   1.1124252e+003   8.3668777e+002   1.3295583e+000   1.9780154e-005   2.4752945e-005
 -1.0080043e+002   1.5420791e-001   1.5668255e-001   1.0165371e-001   4.4673858e+002   4.9922789e+002   4.1356033e+002   3.9973861e-004   5.0033925e-004   1.2516660e+000  -1.8959540e-006  -3.7918896e-013   1.1124302e+003   8.3669279e+002   1.3295564e+000   1.9778782e-005   2.4753457e-005
 -1.0079106e+002   1.5422639e-001   1.5669554e-001   1.0166008e-001   4.4675179e+002   4.9923592e+002   4.1356153e+002   3.9969867e-004   5.0033433e-004   1.2517788e+000  -1.8959540e-006   0.0000000e+000   1.1124352e+003   8.3669780e+002   1.3295544e+000   1.9777409e-005   2.4753969e-005
 -1.0078169e+002   1.5424486e-001   1.5671471e-001   1.0166718e-001   4.4676501e+002   4.9924395e+002   4.1356272e+002   3.9965872e-004   5.0032941e-004   1.2518916e+000  -1.8959540e-006   0.0000000e+000   1.1124403e+003   8.3670282e+002   1.3295524e+000   1.9776036e-005   2.4754482e-005
 -1.0077232e+002   1.5426335e-001   1.5673423e-001   1.0167457e-001   4.4677822e+002   4.9925198e+002   4.1356369e+002   3.9961878e-004   5.0032449e-004   1.2520045e+000  -1.8959540e-006   3.7925183e-013   1.1124453e+003   8.3670784e+002   1.3295505e+000   1.9774663e-005   2.4754995e-005
 -1.0076295e+002   1.5428183e-001   1.5676044e-001   1.0168092e-001   4.4679143e+002   4.9926001e+002   4.1356438e+002   3.9957884e-004   5.0031957e-004   1.2521173e+000  -1.8959540e-006   0.0000000e+000   1.1124503e+003   8.3671286e+002   1.3295485e+000   1.9773290e-005   2.4755508e-005
 -1.0075359e+002   1.5430032e-001   1.5678214e-001   1.0168623e-001   4.4680465e+002   4.9926804e+002   4.1356483e+002   3.9953890e-004   5.0031465e-004   1.2522301e+000  -1.8959540e-006   0.0000000e+000   1.1124554e+003   8.3671788e+002   1.3295466e+000   1.9771917e-005   2.4756020e-005
 -1.0074422e+002   1.5431880e-001   1.5680670e-001   1.0169166e-001   4.4681786e+002   4.9927608e+002   4.1356508e+002   3.9949897e-004   5.0030973e-004   1.2523430e+000  -1.8959540e-006   0.0000000e+000   1.1124604e+003   8.3672290e+002   1.3295446e+000   1.9770545e-005   2.4756533e-005
 -1.0073486e+002   1.5433729e-001   1.5682504e-001   1.0169822e-001   4.4683108e+002   4.9928411e+002   4.1356529e+002   3.9945904e-004   5.0030481e-004   1.2524558e+000  -1.8959540e-006   3.7939607e-013   1.1124654e+003   8.3672792e+002   1.3295426e+000   1.9769172e-005   2.4757046e-005
 -1.0072550e+002   1.5435579e-001   1.5683611e-001   1.0170564e-001   4.4684429e+002   4.9929215e+002   4.1356545e+002   3.9941912e-004   5.0029989e-004   1.2525687e+000  -1.8959540e-006   3.7943856e-013   1.1124705e+003   8.3673294e+002   1.3295407e+000   1.9767800e-005   2.4757559e-005
 -1.0071613e+002   1.5437428e-001   1.5685354e-001   1.0171237e-001   4.4685751e+002   4.9930018e+002   4.1356569e+002   3.9937920e-004   5.0029497e-004   1.2526816e+000  -1.8959540e-006   0.0000000e+000   1.1124755e+003   8.3673797e+002   1.3295387e+000   1.9766427e-005   2.4758071e-005
 -1.0070677e+002   1.5439277e-001   1.5687207e-001   1.0171766e-001   4.4687072e+002   4.9930822e+002   4.1356604e+002   3.9933929e-004   5.0029005e-004   1.2527945e+000  -1.8959540e-006   0.0000000e+000   1.1124805e+003   8.3674299e+002   1.3295367e+000   1.9765055e-005   2.4758584e-005
 -1.0069741e+002   1.5441127e-001   1.5689818e-001   1.0172197e-001   4.4688394e+002   4.9931626e+002   4.1356654e+002   3.9929937e-004   5.0028513e-004   1.2529074e+000  -1.8959540e-006   0.0000000e+000   1.1124856e+003   8.3674801e+002   1.3295348e+000   1.9763683e-005   2.4759097e-005
 -1.0068806e+002   1.5442979e-001   1.5692039e-001   1.0172626e-001   4.4689716e+002   4.9932430e+002   4.1356732e+002   3.9925944e-004   5.0028021e-004   1.2530204e+000  -1.8959540e-006   0.0000000e+000   1.1124906e+003   8.3675303e+002   1.3295328e+000   1.9762310e-005   2.4759610e-005
 -1.0067870e+002   1.5444830e-001   1.5693539e-001   1.0173117e-001   4.4691039e+002   4.9933235e+002   4.1356838e+002   3.9921950e-004   5.0027529e-004   1.2531334e+000  -1.8959540e-006   0.0000000e+000   1.1124956e+003   8.3675806e+002   1.3295308e+000   1.9760937e-005   2.4760123e-005
 -1.0066934e+002   1.5446682e-001   1.5695550e-001   1.0173613e-001   4.4692361e+002   4.9934039e+002   4.1356959e+002   3.9917958e-004   5.0027037e-004   1.2532464e+000  -1.8959540e-006   0.0000000e+000   1.1125007e+003   8.3676308e+002   1.3295289e+000   1.9759564e-005   2.4760636e-005
 -1.0065999e+002   1.5448534e-001   1.5697294e-001   1.0174103e-001   4.4693684e+002   4.9934844e+002   4.1357075e+002   3.9913965e-004   5.0026544e-004   1.2533594e+000  -1.8959540e-006   0.0000000e+000   1.1125057e+003   8.3676811e+002   1.3295269e+000   1.9758191e-005   2.4761149e-005
 -1.0065063e+002   1.5450387e-001   1.5699580e-001   1.0174676e-001   4.4695007e+002   4.9935648e+002   4.1357180e+002   3.9909973e-004   5.0026052e-004   1.2534725e+000  -1.8959540e-006  -3.7973770e-013   1.1125108e+003   8.3677313e+002   1.3295250e+000   1.9756818e-005   2.4761663e-005
 -1.0064127e+002   1.5452240e-001   1.5701670e-001   1.0175318e-001   4.4696330e+002   4.9936453e+002   4.1357278e+002   3.9905980e-004   5.0025560e-004   1.2535855e+000  -1.8959540e-006   3.7974866e-013   1.1125158e+003   8.3677816e+002   1.3295230e+000   1.9755445e-005   2.4762176e-005
 -1.0063192e+002   1.5454093e-001   1.5704239e-001   1.0175970e-001   4.4697652e+002   4.9937259e+002   4.1357360e+002   3.9901988e-004   5.0025067e-004   1.2536986e+000  -1.8959540e-006   0.0000000e+000   1.1125208e+003   8.3678318e+002   1.3295210e+000   1.9754072e-005   2.4762689e-005
 -1.0062256e+002   1.5455946e-001   1.5706244e-001   1.0176549e-001   4.4698975e+002   4.9938064e+002   4.1357422e+002   3.9897996e-004   5.0024574e-004   1.2538117e+000  -1.8959540e-006  -3.7977651e-013   1.1125259e+003   8.3678821e+002   1.3295191e+000   1.9752700e-005   2.4763202e-005
 -1.0061321e+002   1.5457800e-001   1.5707469e-001   1.0177101e-001   4.4700298e+002   4.9938870e+002   4.1357474e+002   3.9894005e-004   5.0024082e-004   1.2539248e+000  -1.8959540e-006   0.0000000e+000   1.1125309e+003   8.3679323e+002   1.3295171e+000   1.9751327e-005   2.4763716e-005
 -1.0060386e+002   1.5459654e-001   1.5709251e-001   1.0177719e-001   4.4701622e+002   4.9939676e+002   4.1357505e+002   3.9890013e-004   5.0023589e-004   1.2540379e+000  -1.8959540e-006   0.0000000e+000   1.1125360e+003   8.3679826e+002   1.3295151e+000   1.9749954e-005   2.4764229e-005
 -1.0059450e+002   1.5461509e-001   1.5710847e-001   1.0178397e-001   4.4702945e+002   4.9940482e+002   4.1357521e+002   3.9886020e-004   5.0023097e-004   1.2541511e+000  -1.8959540e-006  -3.7986520e-013   1.1125410e+003   8.3680329e+002   1.3295132e+000   1.9748581e-005   2.4764743e-005
 -1.0058515e+002   1.5463364e-001   1.5713084e-001   1.0179029e-001   4.4704270e+002   4.9941288e+002   4.1357512e+002   3.9882027e-004   5.0022604e-004   1.2542643e+000  -1.8959540e-006   0.0000000e+000   1.1125460e+003   8.3680832e+002   1.3295112e+000   1.9747207e-005   2.4765257e-005
 -1.0057580e+002   1.5465220e-001   1.5715220e-001   1.0179603e-001   4.4705594e+002   4.9942095e+002   4.1357475e+002   3.9878034e-004   5.0022111e-004   1.2543776e+000  -1.8959540e-006   0.0000000e+000   1.1125511e+003   8.3681335e+002   1.3295092e+000   1.9745834e-005   2.4765770e-005
 -1.0056645e+002   1.5467077e-001   1.5716872e-001   1.0180113e-001   4.4706918e+002   4.9942901e+002   4.1357429e+002   3.9874041e-004   5.0021618e-004   1.2544908e+000  -1.8959540e-006  -3.8001217e-013   1.1125561e+003   8.3681838e+002   1.3295073e+000   1.9744461e-005   2.4766284e-005
 -1.0055711e+002   1.5468933e-001   1.5719126e-001   1.0180629e-001   4.4708242e+002   4.9943708e+002   4.1357381e+002   3.9870049e-004   5.0021126e-004   1.2546041e+000  -1.8959540e-006   3.8005768e-013   1.1125612e+003   8.3682341e+002   1.3295053e+000   1.9743088e-005   2.4766798e-005
 -1.0054776e+002   1.5470789e-001   1.5721090e-001   1.0181272e-001   4.4709566e+002   4.9944515e+002   4.1357331e+002   3.9866057e-004   5.0020633e-004   1.2547173e+000  -1.8959540e-006   3.8009779e-013   1.1125662e+003   8.3682845e+002   1.3295033e+000   1.9741714e-005   2.4767312e-005
 -1.0053841e+002   1.5472646e-001   1.5723506e-001   1.0182012e-001   4.4710891e+002   4.9945323e+002   4.1357303e+002   3.9862066e-004   5.0020140e-004   1.2548306e+000  -1.8959540e-006   3.8013185e-013   1.1125713e+003   8.3683348e+002   1.3295014e+000   1.9740341e-005   2.4767826e-005
 -1.0052907e+002   1.5474503e-001   1.5725448e-001   1.0182747e-001   4.4712215e+002   4.9946130e+002   4.1357299e+002   3.9858075e-004   5.0019647e-004   1.2549439e+000  -1.8959540e-006   0.0000000e+000   1.1125763e+003   8.3683851e+002   1.3294994e+000   1.9738969e-005   2.4768339e-005
 -1.0051972e+002   1.5476360e-001   1.5727748e-001   1.0183454e-001   4.4713539e+002   4.9946938e+002   4.1357330e+002   3.9854084e-004   5.0019154e-004   1.2550572e+000  -1.8959540e-006   0.0000000e+000   1.1125813e+003   8.3684354e+002   1.3294974e+000   1.9737596e-005   2.4768853e-005
 -1.0051038e+002   1.5478218e-001   1.5729749e-001   1.0184136e-001   4.4714864e+002   4.9947745e+002   4.1357398e+002   3.9850093e-004   5.0018661e-004   1.2551705e+000  -1.8959540e-006   0.0000000e+000   1.1125864e+003   8.3684857e+002   1.3294955e+000   1.9736223e-005   2.4769367e-005
 -1.0050104e+002   1.5480076e-001   1.5731162e-001   1.0184805e-001   4.4716188e+002   4.9948553e+002   4.1357493e+002   3.9846103e-004   5.0018168e-004   1.2552838e+000  -1.8959540e-006   3.8023337e-013   1.1125914e+003   8.3685360e+002   1.3294935e+000   1.9734850e-005   2.4769881e-005
 -1.0049169e+002   1.5482017e-001   1.5710120e-001   1.3289250e-001   4.4717523e+002   4.9949361e+002   4.3221437e+002   3.9840561e-004   5.0015974e-004   1.2554033e+000  -1.8959540e-006   0.0000000e+000   1.1125961e+003   8.3685822e+002   1.3294918e+000   1.9733385e-005   2.4770399e-005
 -1.0049076e+002   1.5482223e-001   1.6021141e-001   1.4048996e-001   4.4717671e+002   4.9949434e+002   4.3221509e+002   3.9840162e-004   5.0015974e-004   1.2554159e+000  -1.8959540e-006   0.0000000e+000   1.1125967e+003   8.3685880e+002   1.3294915e+000   1.9733233e-005   2.4770456e-005
 -1.0048959e+002   1.5482482e-001   1.6609196e-001   1.4987657e-001   4.4717857e+002   4.9949526e+002   4.3221600e+002   3.9839663e-004   5.0015974e-004   1.2554316e+000  -1.8959540e-006   0.0000000e+000   1.1125974e+003   8.3685953e+002   1.3294912e+000   1.9733043e-005   2.4770528e-005
 -1.0048813e+002   1.5482805e-001   1.7311473e-001   1.4943221e-001   4.4718090e+002   4.9949642e+002   4.3221713e+002   3.9839039e-004   5.0015974e-004   1.2554513e+000  -1.8959540e-006   0.0000000e+000   1.1125983e+003   8.3686044e+002   1.3294909e+000   1.9732805e-005   2.4770619e-005
 -1.0048631e+002   1.5483209e-001   1.8330131e-001   1.4890622e-001   4.4718381e+002   4.9949790e+002   4.3221852e+002   3.9838259e-004   5.0015974e-004   1.2554759e+000  -1.8959540e-006   0.0000000e+000   1.1125995e+003   8.3686159e+002   1.3294904e+000   1.9732507e-005   2.4770732e-005
 -1.0048402e+002   1.5483715e-001   1.9921956e-001   1.4917139e-001   4.4718747e+002   4.9949978e+002   4.3222019e+002   3.9837284e-004   5.0015974e-004   1.2555066e+000  -1.8959540e-006   0.0000000e+000   1.1126009e+003   8.3686302e+002   1.3294899e+000   1.9732135e-005   2.4770874e-005
 -1.0048117e+002   1.5484348e-001   2.1624916e-001   1.5014538e-001   4.4719205e+002   5.0566498e+002   4.3222231e+002   3.9836066e-004   5.0015974e-004   1.2555450e+000  -1.8959540e-006   0.0000000e+000   1.1126027e+003   8.3686482e+002   1.3294892e+000   1.9731670e-005   2.4771051e-005
 -1.0047761e+002   1.5485138e-001   2.3229494e-001   1.5181188e-001   4.4719777e+002   5.1387350e+002   4.3222500e+002   3.9834542e-004   5.0015975e-004   1.2555931e+000  -1.8959540e-006   0.0000000e+000   1.1126050e+003   8.3686707e+002   1.3294883e+000   1.9731088e-005   2.4771273e-005
 -1.0047315e+002   1.5486126e-001   2.4388223e-001   1.5259032e-001   4.4720491e+002   5.1982867e+002   4.3222844e+002   3.9832638e-004   5.0015975e-004   1.2556531e+000  -1.8959540e-006   0.0000000e+000   1.1126078e+003   8.3686988e+002   1.3294872e+000   1.9730361e-005   2.4771551e-005
 -1.0046759e+002   1.5487361e-001   2.4842028e-001   1.5389063e-001   4.4721382e+002   5.2085054e+002   4.3223282e+002   3.9830258e-004   5.0015975e-004   1.2557281e+000  -1.8959540e-006   0.0000000e+000   1.1126113e+003   8.3687337e+002   1.3294858e+000   1.9729453e-005   2.4771896e-005
 -1.0046062e+002   1.5488903e-001   2.4362017e-001   1.5449453e-001   4.4722492e+002   5.1658588e+002   4.3223844e+002   3.9827283e-004   5.0015976e-004   1.2558219e+000  -1.8959540e-006   0.0000000e+000   1.1126156e+003   8.3687773e+002   1.3294841e+000   1.9728318e-005   2.4772327e-005
